"scramb"	"average_FC"
"RN7SL841P"	-0.0231485800499325
"EBAG9"	-0.0392215645328365
"AC019186.1"	0.268160019976551
"MAK"	0.0824157474756567
"DIRC2"	0.212594409002078
"RP11-1223D19.1"	0.210485780871995
"RNU6-1139P"	0.879986548546452
"ZSCAN1"	0.526783082611469
"AC026797.1"	0.698956573990745
"RP11-757O6.1"	0.14160529266007
"CTD-2308B18.3"	0.253390693007135
"TCF21"	-0.281883946282908
"RP6-91H8.5"	0.429799572563056
"IGKV1D-8"	0.296707942849455
"RP11-421E17.4"	-0.280109725041336
"KRT8P36"	-0.0973132304960223
"STK19P"	-0.494788897105209
"AC005518.2"	0.740174272768502
"SLAMF8"	0.307215679906446
"RP11-16C1.1"	0.547557970185126
"RP11-191A15.2"	0.321769802134011
"RP11-461O14.1"	0.430577857576588
"SGK3"	0.508919764645643
"MIR4699"	0.410069451471007
"RN7SL26P"	0.79943955625637
"EXOC4"	0.334129844648038
"RP11-136H13.1"	-0.218012232329582
"RP11-254F19.2"	0.244771752287191
"RARRES2P1"	0.198489781691772
"RP11-793L10.1"	0.762950393679565
"CRLF2"	0.123805152406548
"RNU6-468P"	0.170856694338984
"RP11-229C3.2"	0.0638647802337739
"TBC1D27"	0.0221222972298098
"RNU6-139P"	-0.188923852976437
"RWDD4"	0.39858922598317
"RP11-362I1.1"	0.162745195226279
"RGP1"	0.308853377424433
"C1RL"	0.442844040451487
"RP11-534L20.5"	0.325293242472781
"RHPN1-AS1"	0.149706730410793
"AC068831.6"	-0.295239253398669
"MFAP4"	-0.554104247826793
"MIR4505"	0.183378616225358
"NR1H2"	0.59778018468388
"RP11-121A14.3"	0.374120126087101
"AP000807.2"	0.310725101500458
"NAT6"	0.319104268707074
"SNORD15A"	0.434230981446427
"AP000857.3"	0.207865562231987
"RNA5SP292"	-0.214966967523397
"PTTG2"	0.0835662416278618
"RP11-69M1.4"	-0.0800439008805316
"TKT"	0.262603860116473
"IGHVII-78-1"	-0.422365056918726
"DND1"	-0.333654734266519
"SLC16A14"	0.184167166238582
"TRAIP"	0.220926775063605
"RP11-229P13.25"	0.00404893628973466
"CHCHD1"	0.34812169742968
"EPX"	0.325451085957858
"CHAD"	0.0903868998855253
"RNA5S3"	0.148714460706858
"AC011748.1"	-0.407063008145688
"RP11-35P15.1"	0.0694984459470033
"OR2AT2P"	0.44573365269489
"RP11-332H21.2"	0.067809594463629
"RP11-461G12.2"	-0.678291167512777
"CTC-360G5.8"	1.06789319399715
"RP11-357J22.1"	0.485139138489869
"CTBP2P1"	-0.625410652815719
"RP11-82K18.2"	-0.0487372988760601
"C21orf49"	0.409833607731888
"RP11-252K23.1"	-0.220490576226658
"RP11-540E16.1"	0.00260099869862241
"RP11-64C12.4"	0.34320903252111
"ZNF507"	-0.178696288301359
"MIR5192"	0.029610339983425
"CHURC1-FNTB"	0.0130525174615039
"RP11-223C24.1"	0.407674322366501
"RP11-666F17.2"	0.259383963605876
"AC007405.4"	0.308155076141045
"OR6K4P"	0.145522667700478
"AP001255.2"	0.224434520868843
"SKA3"	0.346136773406152
"SMAD1"	0.737093761422562
"KIAA1549L"	0.0216139830474966
"RP11-318A15.7"	0.560700632880386
"AC079781.5"	0.582399119553423
"PEX5L"	0.489278318823796
"EPB41L5"	0.359503260116588
"MAGIX"	0.0690273772159003
"RP11-232M24.1"	0.273960827172535
"TLX2"	-0.379948521566978
"RP11-91P17.1"	0.0101523622651788
"DEFB109"	-0.0890630818350154
"DEFB109"	-0.092772767773419
"HIGD1AP4"	0.241879743423669
"ABHD17A"	0.243157856996491
"TGM4"	0.207035559461901
"FBLN1"	-1.08343976897491
"RP11-775H9.1"	0.431221625394368
"AC011243.1"	0.445647261789139
"RP11-689C9.1"	0.147010547379509
"TTTY4"	0.465584914327047
"BMP6"	0.414254577829805
"ACVRL1"	0.167144535142615
"RP4-633I8.1"	-0.51739104894869
"RP11-10B2.1"	0.0038811958953293
"RP3-466P17.2"	0.191657997515572
"RGPD1"	-0.114389398828381
"FOLR1"	0.522269872264965
"A2M-AS1"	-0.328724572968809
"TRIM51JP"	0.233503903258413
"RP11-101E14.3"	0.438544171781701
"LINC00853"	0.593907236788154
"RP11-813N20.3"	0.520972588533276
"RP11-637A17.1"	0.50591389814197
"MPP7"	0.21480468186544
"LIN28AP2"	0.493847209291441
"HMGB3P13"	0.3283573787368
"AC009120.4"	0.306753578098733
"LINC01033"	0.274286291099438
"AC008268.1"	0.314144104419081
"METTL5"	0.359880363621848
"RNU7-70P"	0.123991276111768
"DPEP3"	0.246299105407267
"AL512655.1"	0.0588484762273402
"RP11-521O16.2"	0.213256575576793
"TREML3P"	0.206557577607357
"LRRC72"	0.379480376792142
"GPR126"	0.40741001387187
"RP4-536B24.4"	0.260728412387237
"CLNS1AP1"	-0.0918222214760301
"RP11-74D7.1"	0.630692499615827
"AL139328.1"	-0.00350276342834276
"OR2T27"	0.149000127499027
"RP11-505C13.1"	0.0155173969203783
"RP11-557J10.3"	0.367400826263326
"S100A6"	-1.48629206744506
"RP11-306I1.1"	0.160021500199222
"AL109947.1"	0.299085641842867
"RP11-14D22.2"	0.277367510172949
"AL132780.1"	0.316837989267741
"TLX1"	0.0898454843079513
"DUSP18"	0.163354003831474
"AL121901.1"	0.490612630106942
"PDE3A"	0.120098391662183
"RP11-703C10.1"	0.450555901227894
"CSTB"	0.530630529271217
"KRT18P53"	0.0588975957443415
"ZNF558"	0.288774702174124
"RP11-161M6.3"	0.428073748856195
"CASP12"	0.293310412515757
"MAU2"	0.445518765448679
"MIR548W"	0.0531692719906923
"EIF4A1P5"	0.401016321178626
"ACP5"	0.180035924682334
"CTC-327F10.1"	0.904319592766085
"SAPCD1-AS1"	0.152968571929661
"PARD3B"	0.193945948715381
"RP11-180N14.1"	0.211929723205499
"RNA5SP327"	0.204031273432186
"AC131213.1"	-0.193029980765524
"AC103563.6"	-0.218351791413085
"RP11-364M6.1"	-0.0844315755957752
"RP11-45J1.1"	0.0174295540718867
"CTD-2224J9.4"	0.045166436339499
"RP11-536C10.7"	0.0125300862586581
"GS1-256O22.1"	-0.129236967443412
"RP11-483G21.3"	0.0948657416454434
"RNU6-895P"	0.105352186175925
"RNU6-423P"	-0.363027577855535
"RP11-356O24.1"	-0.10985913115354
"RNU6-649P"	0.475254614714234
"RP11-411B10.3"	0.270907664160348
"RP11-403I13.8"	0.0476253575755891
"RSPO3"	0.582054166202644
"C9orf156"	0.189517570136442
"AC016582.2"	0.513276230420783
"RP11-314A20.1"	0.559673139816706
"RNF112"	0.560233811454088
"RNU6-1165P"	0.118209205872966
"PPP1R2"	0.523531262977297
"ONECUT1"	0.331655992798976
"SYTL1"	0.539651785915201
"AC013442.1"	0.127229240935871
"MAFB"	-0.210806476212849
"DNM1P46"	0.0992306900737369
"N4BP2L1"	0.811521759674653
"LETM2"	0.204659791644765
"PRX"	-0.00696065719718818
"RNU6-78P"	-0.331479828146094
"KIAA1522"	-0.00702852473197395
"WDR90"	0.0947336381317049
"RP11-574F21.2"	0.0138968987816036
"RHOBTB2"	0.50141955886975
"NGLY1"	-0.0360278398174046
"TNR-IT1"	-0.075215625057504
"BCL2L2"	0.355773434337044
"DSG2"	-0.122264613917162
"RNU2-6P"	-0.0466556447270799
"ATP6V0E1P2"	-0.272487856672174
"RNU1-78P"	0.0503483849794713
"RP11-31F15.2"	0.180701600239578
"POLR2M"	0.146238634414664
"HLA-DOA"	0.114034909742879
"RN7SL441P"	0.313838994943425
"HOMER1"	0.337589641621296
"RPL36AP43"	0.225648155627667
"LA16c-306A4.1"	-0.2162478705157
"CTB-50E14.5"	0.2294649835679
"RP11-244H18.3"	0.101321956721351
"OR2T1"	0.00440582371520391
"AC023347.2"	0.290059984551724
"OR2A3P"	0.0972663822809131
"RP4-682C21.2"	0.490542065839513
"RPS27AP14"	0.139662592520102
"AL391538.1"	0.758272392656054
"GS1-256O22.5"	0.00053927910766522
"CTD-2517M22.17"	-0.398362769958866
"HMGB1P31"	0.382185526020021
"RP11-428C19.4"	0.225268641979382
"KRT17"	0.523208252904872
"DCAF12"	-1.14076295995955
"RP11-631F7.1"	0.14372504153775
"RP11-18I14.11"	0.131713843401682
"RP11-331O9.2"	-0.159055436788297
"RN7SL32P"	0.173391518850501
"RNU6-1224P"	0.418144577311913
"RP11-572O6.1"	0.283431071367919
"RP11-423O2.5"	0.328351295650257
"IBTK"	0.270867032697381
"CICP20"	0.199366297088731
"TMPRSS11CP"	0.193965491328192
"WI2-81516E3.1"	-0.170149788492471
"MKNK2"	-0.0690289691187826
"CYCSP29"	-0.269638133262347
"RP1-50A13.1"	-0.0608196907327427
"AC011343.1"	0.173401811122866
"MNX1-AS1"	0.180895193311888
"PHBP9"	0.531927078209898
"FOXH1"	0.517656185954008
"AL096677.1"	-0.164168446001787
"RP11-109N23.6"	-0.0574136857711003
"RP11-369E15.2"	0.0223432127955838
"RP1-292B18.3"	-0.099503233348641
"PBX3"	0.547976036479083
"ANO5"	-0.136466148695947
"ASH1L-AS1"	-0.325433797187931
"RP11-347H15.6"	0.409013751719922
"RP11-344E13.3"	0.171386644518233
"RP11-21L23.4"	-0.0467408673919516
"RP11-428G5.6"	0.197267015203623
"CTD-2562G15.2"	0.248308943517427
"GRM6"	-0.656708679117448
"RN7SL680P"	0.661420717702945
"RP11-277B15.3"	0.358769684813864
"DLAT"	0.165480092628463
"VIL1"	-0.0344425656100832
"RP11-423O2.1"	0.638736805780081
"RP11-215C7.3"	0.516426600760343
"RN7SL730P"	0.341291377356031
"AC055764.1"	0.46503655448537
"RAE1"	-0.0122259295573683
"RP11-91J19.3"	0.501792907405135
"ADI1"	0.113172951117929
"RP11-128L5.1"	-0.103505167993828
"LINC01077"	0.367458399341402
"RP11-613F22.5"	0.105192067128021
"CTD-3064C13.1"	-0.0787458781422891
"ZNF69"	0.645100793583511
"MIR1290"	-0.0216088970042967
"SHCBP1L"	0.356717251075735
"RP11-384K6.2"	0.533903100796836
"BTG4"	0.139273889246392
"MYL8P"	0.963138403518962
"AL031005.1"	0.383762487011903
"RP11-672F9.1"	0.103045876610576
"ONECUT2"	0.303349248275198
"RP11-8J23.1"	0.603963527526074
"AMHR2"	0.137377378637471
"GP5"	0.256865247449214
"RP11-317B17.3"	-0.509118327571769
"CYP4V2"	0.648009265079755
"AC025300.1"	0.246143725149929
"TGS1"	0.305042366814557
"AC096655.2"	-0.0466456515495028
"RP11-686O6.2"	0.697324209079791
"CD1D"	-0.0694146444735416
"FAM199X"	0.0377466734324694
"IGHV3-75"	0.891945876687895
"RP11-350F16.1"	0.13997860026713
"RSPO4"	-0.0504554208296082
"ANKRD54P1"	0.167736643819453
"MIR4441"	0.420494844111821
"RNA5SP253"	-0.415695067435548
"BTBD7P2"	0.637561654214135
"MAS1LP1"	-0.513252836612458
"RNA5SP393"	-0.0323981708461351
"RPL12P2"	-0.648457870094693
"EFCAB14-AS1"	-0.220375623569427
"ACOX2"	-0.0422943670183321
"SNORD114-30"	0.20429061480614
"BOC"	0.876342079271372
"RP11-435F17.3"	1.4416358227643
"BMPR1APS2"	0.0312392977839653
"IGHV3-42"	1.03460452115345
"RNU6ATAC33P"	0.234594090924682
"MYOZ1"	0.603137792603101
"TRGV7"	-0.367196723859646
"RP11-624G17.3"	-0.407678436356716
"NPIPB5"	0.443816577264081
"SRRM1"	-0.357782508409169
"CTD-2587H19.1"	0.800161052481672
"RPL29P14"	-0.16085620036976
"RN7SL123P"	0.677308073498709
"METTL25"	1.0145128118657
"ARMCX3"	0.112173252209442
"AP000770.1"	-0.0534750807237874
"RP1-131F15.2"	0.180238152498679
"SLC4A3"	0.574066013622514
"RP11-321E8.1"	0.42968925617511
"RP4-758J18.10"	0.334318304768761
"AKR1B1P8"	1.50219768385789
"LEMD1-AS1"	-0.169586291313412
"LINC00839"	0.323379794202863
"ADAM2"	-0.136842254017463
"RP11-140I24.1"	0.0381589393142513
"GIT1"	-0.240209520431135
"ENPP7P9"	0.0684529982670659
"RPS15AP7"	-0.0657966790678764
"RP11-511I11.1"	0.177934241908743
"RP11-374M1.3"	0.146010720067709
"DAPP1"	0.361445362130333
"RNU6-816P"	0.870728249137162
"GOLGA8G"	-0.169496015590499
"GAPDHP47"	-0.221236748776544
"TAS2R12"	0.345203138325811
"TRBV5-1"	0.514696183787826
"AC004076.9"	0.386095153981913
"CTSH"	0.255721179359274
"AC009518.3"	0.207032272887334
"FTH1P11"	0.118207424494546
"MIR3657"	0.338083131506652
"FBXO17"	-0.360247216734909
"CTD-3099C6.9"	0.220830854538151
"RP11-179G8.1"	0.653661335329217
"AC006080.1"	0.0758203117888792
"KB-1460A1.3"	0.616761356590887
"AC009120.3"	0.109046756995829
"SRSF3"	0.434538576446249
"ZBTB43"	0.326157949501127
"RNU7-18P"	0.137739935752657
"CSAG4"	0.349953923962303
"EEF1E1"	-0.044092511794566
"RP11-561E1.1"	0.279629148981876
"RPL15P2"	0.600650278512447
"MIR877"	1.00891593699705
"NECAP1P2"	0.385186160623469
"RP3-512B11.3"	0.516730015546846
"CTD-2547E10.2"	0.735598682826262
"CDK10"	0.739768186788253
"AC139143.2"	0.297675046984977
"GTPBP4"	0.273996157702694
"EIF4A2"	0.0844847962370074
"MYL6P1"	0.0306824954131596
"AC093627.9"	0.780357256429764
"RNU6-1026P"	-0.225873753292233
"EPSTI1"	-0.147108554712843
"RP11-405K6.1"	0.27465861170739
"RP11-434B12.1"	-0.241060117827569
"BRD7P2"	0.811128008500537
"PRY"	0.296042524548432
"RP11-1021N1.1"	-0.196587339848889
"LSM2"	0.201003644731472
"RP11-567P17.2"	-0.17416655270649
"MIR4791"	0.165535753503958
"RP11-166O4.6"	0.382896620567262
"MIR3180-1"	-0.234482973380805
"RP11-739N20.2"	0.514853398197228
"AC005358.1"	0.222847591011272
"HIST1H2BK"	0.0648093975638469
"COPS8"	0.680052297186272
"TRAV39"	-0.12501466987315
"RP11-222A5.1"	0.186945728598682
"SUMO2"	0.202283480305216
"SI"	-0.204683689275393
"RPS6KA6"	0.503236777093686
"RP11-118E18.4"	0.0738784992750103
"RN7SL16P"	0.132273164943605
"SAMD5"	0.232924206806472
"AMPH"	-0.289851922554455
"DUX4L2"	0.493148633762492
"RP13-977J11.8"	0.440722254803069
"MIR143HG"	0.497156916075846
"Z85986.1"	0.656278304032985
"AGPAT9"	0.407546424784298
"HMGN2P25"	-0.110749408557307
"RP11-278A23.2"	0.624061774518582
"DNMT3B"	-0.19887292596566
"CTD-2350C19.5"	-0.180592845442853
"ETF1P1"	0.0267298466607676
"CTD-2545H1.2"	-0.751795903670715
"OR5BJ1P"	0.0816917980188931
"NENF"	-0.0638117507558802
"CTD-2349B8.1"	0.286118755500192
"AL590684.1"	-0.0273326036417625
"MACROD2-IT1"	0.375459224916424
"RP11-107K17.1"	-1.25716578372543
"MNX1-AS2"	0.344271787067503
"FLJ00418"	0.679796114240419
"RP3-358H7.1"	0.0712567758986061
"AC018717.1"	-0.165366204500677
"MIR498"	0.469558987662862
"FNIP1"	0.398429860377342
"NUDT14"	0.24483670066234
"ADCY4"	-0.817000096116997
"RN7SL855P"	0.344786842764215
"AC012457.2"	0.304530133063981
"RP11-91I11.1"	-0.101702292213281
"AC099339.1"	0.397752373982863
"RP11-5C23.1"	0.219014187489111
"WWP1P1"	0.675384129715292
"LRP4"	0.301369624987607
"RP1-313L4.3"	0.258763125415937
"MIR4786"	0.470522910393917
"IFNWP19"	0.233338010308444
"AC007362.1"	0.859383127472462
"TMEFF2"	0.255831713770064
"CACNG4"	0.401784248703299
"OR13C1P"	-0.243294243875407
"DDIT3"	0.476958320531911
"OR7G3"	0.369957107196408
"USP9YP22"	-0.93116787753119
"AC093375.1"	0.13117425225589
"LIPC"	-0.297050036713586
"RP11-159D23.2"	-0.760770927077374
"RBM22"	0.796634725653002
"RP1-164L12.1"	0.36110774761241
"PACSIN1"	0.0644967491490426
"hsa-mir-3171"	0.13107339273394
"WDR24"	0.597277755469306
"AC017116.11"	0.24918471572848
"TSPY26P"	0.570365371220632
"CSNK1G2-AS1"	0.129128161355546
"CALML3-AS1"	0.135958366510449
"RPS27L"	-0.329019115031129
"RP11-45O22.3"	0.15916472345424
"AC027612.2"	0.352546535170445
"RP11-395B20.1"	-0.0121476118543111
"RP11-113D6.3"	-0.09913369594352
"PHF21A"	0.0288571674344662
"CTD-2083E4.7"	-0.344237662914351
"TMEM126A"	-0.046060333093826
"RP11-63H19.1"	-0.337983574364702
"DPEP1"	0.437082069036676
"NDUFB3"	-0.0587343336816225
"C4BPA"	0.388313361923594
"TNFSF12"	0.414888294172975
"MSR1"	0.254731218847671
"OR2L8"	0.258533978186069
"MIR548AO"	0.721924931849424
"TMEM183A"	0.153048045739906
"PNPLA4P1"	0.161909021790221
"RP11-354E11.2"	0.160314161894318
"RP11-459D22.2"	0.35873978415765
"RP11-196H14.3"	0.0125387830185044
"KB-1836B5.4"	0.42726538571661
"TRBV11-2"	0.273389059640559
"RP11-731D1.3"	0.189329915498783
"MTND6P11"	0.465338011350387
"ACTN1-AS1"	0.0976511327205915
"AC008060.7"	-0.127459204702715
"C7orf13"	-0.511662981746629
"CCDC80"	-0.701243370532655
"CPB2-AS1"	0.565620420001848
"RN7SL457P"	0.168328041027359
"CIRBP"	-0.56990002029791
"MIR146B"	-0.175681665815974
"RP11-732A19.5"	0.66416860153313
"RP11-955H22.4"	0.027008509404174
"CTB-129O4.1"	-0.0632948981743719
"VTCN1"	0.00608530784524596
"AC009263.2"	0.260103339916543
"TUBA1A"	0.513322253485054
"RP11-1023P17.2"	-0.236444067089085
"C12orf73"	-0.275873079184529
"RP11-129K12.1"	-0.0949537791579334
"RP4-809F18.2"	-0.0111561118014458
"AC010740.1"	-0.51540401830528
"UGT1A3"	-0.00163351148055609
"snR65"	0.390352595440915
"RP11-307C12.11"	0.0625667183703735
"RP11-21J18.1"	0.228574171701053
"SERPINB3"	0.132636528345221
"TRIQK"	0.747178434797046
"RP11-622A1.2"	0.0565370852212318
"ID1"	-0.0613406378742224
"SNN"	0.233825762974569
"FABP4"	-0.0419038266717022
"TNFSF13"	0.0981491369921159
"KLHL28"	0.446157344617215
"POFUT2"	-0.288037067329662
"CTC1"	0.140333065138654
"LA16c-380H5.2"	0.966600670746683
"RNU6-1142P"	-0.000476383909666541
"RP5-866L20.1"	0.524937885686137
"RP5-857K21.3"	0.257478487392703
"DPPA5P2"	0.757471338615548
"C16orf70"	0.407487237778111
"RNU6-1334P"	0.490939003330859
"RNU2-53P"	0.0483163270729295
"CTC-471J1.10"	-0.586233287618361
"MARK2P11"	0.248964040836992
"SYCN"	0.385604133618969
"ENSAP3"	0.915451041613076
"RP11-336N8.1"	-0.348951534503766
"FAM181A"	0.128631073133409
"C1QTNF7"	-0.12287063933467
"RNA5SP172"	-0.201185916906174
"MMP15"	0.137004290173992
"RP11-403I13.6"	-0.119378459539592
"RN7SKP292"	0.0250054880487935
"RP11-80B9.1"	0.0757796830755677
"RP11-333E1.1"	0.23922048081782
"RP11-763B22.9"	0.404268383152392
"AC007773.3"	0.477663346145968
"C7orf25"	-0.15263721915805
"RP11-697E23.1"	0.149861253371424
"FTH1P4"	0.434168777797006
"PARP4P1"	0.588520840194103
"LIN7B"	-0.936724998416196
"PYGO2"	-0.401821226864411
"RNU6-918P"	-0.451343517764699
"BPESC1"	0.273505154787616
"HEMGN"	0.969110190065333
"RP11-91I20.3"	0.162289593167079
"TMEM138"	-0.026998835902726
"RPEP1"	0.545817569682877
"CTC-756D1.1"	0.178710434582434
"GDPD1"	-0.0947288631716162
"AL138919.1"	0.311803237977273
"MAGEL2"	0.0259414248650137
"RNA5SP139"	-0.387487191015463
"BZW1P1"	-0.337640749534475
"RP11-421P23.1"	0.286009688907068
"RN7SL151P"	0.590284649992064
"RP11-152F13.10"	0.114722238244279
"RP11-331G2.6"	0.256210484208209
"SNRPEP6"	0.0830744223857008
"RP1-102E24.8"	0.0608401265837982
"RPL7L1P8"	0.349433447366139
"CTB-102L5.7"	0.269055634355983
"LDLRAD2"	0.360245364823701
"RP11-438D14.2"	-0.420392492125077
"AP000560.1"	0.131515133432071
"RP1-34M23.5"	-0.11756063540715
"SNX18P15"	0.267839109585294
"RP11-134N1.2"	0.167077601259285
"ACYP2"	0.146005823832626
"FAM211B"	-0.144844610805133
"RP11-230L22.4"	0.075717013988405
"ASS1P10"	0.0339201577342916
"RP3-354J5.3"	-0.166442096704781
"AC003973.4"	0.0936205828069132
"BMPER"	0.674272086207163
"RP11-159L8.2"	-0.0745095782345099
"TIAM1"	0.390903990920449
"RP11-831A10.2"	0.287325589143229
"JMJD7"	-0.0910074285453205
"TRPM3"	0.212883069057141
"DCAF5"	-0.894668112215367
"ALDH3B2"	-0.121539235530514
"RP11-120K24.3"	-0.383894743153326
"RP11-1136G11.6"	0.123681835251194
"RP11-63B19.1"	0.172125765065809
"JMJD6"	0.143881873006412
"SAP30BP"	0.0717015091205127
"LINC00924"	-0.138310937386081
"RP3-322G13.7"	-0.185645731435945
"TMEM56"	0.426664847356455
"CTD-2538G9.5"	-0.216357212433339
"KIAA0196"	0.438242166418298
"RP11-806O11.1"	0.328790030107693
"TUBD1"	0.423145791419146
"SETD1B"	0.450959432605754
"CARD8"	0.523239410338157
"C15orf38"	0.457467550667878
"RNA5SP342"	-0.040995178853843
"GPR180"	0.120561343691682
"EEF1A1P19"	0.223442095476757
"FAM74A1"	0.24420862674021
"OSBPL9P5"	0.796992420226531
"RP4-761I2.5"	-0.111090497567109
"PABPC1P12"	0.677629926745487
"AF241725.4"	-0.225533033490461
"TSACC"	-0.0137507573953523
"RP11-449D8.3"	0.0270076647410344
"GBP5"	0.12530026601951
"SLC6A6"	-0.0546612780259628
"KCNA2"	-0.0722101510826978
"COL9A1"	0.374743539672987
"EMILIN2"	0.103294813369702
"RP5-1132H15.3"	0.980598081050548
"IFT80"	-0.234481496856678
"RP11-109D20.1"	0.436350505759952
"RP11-805J14.3"	-0.0423142025832879
"ARHGEF39"	0.20299043054583
"WEE2-AS1"	-0.0332432978633023
"ITPRIP"	0.409318992528097
"CYP3A4"	-0.101581840796373
"RN7SL194P"	0.510461464352809
"AP003027.1"	0.846733154240791
"RP11-700P18.2"	-0.178774441762368
"RP5-1053E7.3"	0.403891211144755
"RP11-690C23.4"	0.322671419294931
"MIR3116-1"	0.104666972569663
"RP11-533E19.3"	-0.0376758919003537
"DGKZP1"	0.10907254440825
"MEF2D"	0.189349979659436
"INVS"	0.147001848711024
"AC021106.1"	0.262706871927779
"MAF1"	0.194749869790853
"MAF1"	0.858237336530888
"RP11-60E8.4"	0.188324885979594
"RP11-479J7.1"	0.1878763066905
"AC006499.9"	0.532897704194058
"RN7SL845P"	0.228478461892076
"RP6-11O7.2"	0.0178876211344709
"RP11-536G4.2"	-0.386395644018357
"RP11-1055B8.7"	0.339636174705623
"SSR2"	0.335808551311349
"SSR2"	0.508568736626204
"RNU6-797P"	0.448206938201586
"NAT2"	-0.7328474630133
"GTPBP6"	0.661901693898894
"CSDE1"	0.510358487035604
"RNU6-15P"	0.105945027415532
"ATP6V1D"	0.250392980398356
"RP11-184D12.1"	-0.242562783814923
"LAT"	-0.0379449994684339
"ECH1"	1.61551644386956
"AP000470.2"	0.537578215444101
"RP11-203F8.1"	0.692628372745294
"ZNF833P"	0.187952848483083
"RP4-791C19.1"	0.469684546381985
"SMG7"	0.277928481597489
"RPS24P13"	0.22966501220312
"SNORD92"	-0.201152444397696
"RP11-274B21.9"	0.211922153959399
"AL645608.2"	0.114593223997429
"RP11-351I21.6"	-0.0590753431640086
"FCRL5"	0.0568446111382108
"EEF1A1P7"	0.194777135098157
"HIST1H2BF"	0.412194392500067
"RP11-380D15.2"	0.180108263910825
"CCL22"	-0.0438249209587031
"RP11-432M8.17"	0.497551104606958
"ZSCAN30"	-0.189113046263441
"RPL27P12"	-0.0896057200015007
"CNN2P6"	0.142330528610162
"NKPD1"	0.142165111256739
"CMAS"	-0.177792563537547
"AKR1B1P4"	0.268865351270151
"CTB-23I7.3"	-0.246567918880639
"AC005621.1"	0.272821892426523
"RP11-114F10.2"	0.167376727119067
"CTC-421K24.1"	0.0774959906824244
"RNA5SP441"	0.282943690644681
"SNORD18"	0.432406299707846
"KB-1608C10.2"	-0.310123041908235
"CSF2RB"	0.365417637170933
"RP11-133L14.5"	0.598619751706571
"FOXK1"	0.268211106050538
"MIR4316"	0.543000775083289
"SLC16A9"	-0.729696199904148
"CTD-2537I9.12"	-1.3546416266931
"COA1"	0.217704596117486
"CLCN7"	-0.109556797059531
"RP11-345J4.6"	0.0846469468119234
"RNU7-29P"	0.0518306679227897
"SLC25A48"	0.353217114194076
"RP11-231K24.2"	2.4356428088715
"GNRHR2"	1.27937888629432
"AC009262.2"	-0.0919800815141159
"VN1R10P"	-0.206108791349299
"RP11-25K21.1"	0.334596206414291
"RP11-553P9.1"	-0.568357029010696
"MIR1249"	0.0506639898965133
"RN7SKP278"	0.309706926365334
"RNA5SP367"	-0.706368404608097
"ZNF416"	0.18423218458912
"DIS3"	0.551903728809765
"RP11-63H19.2"	0.238295392254203
"RN7SL134P"	0.444379944469642
"AC008067.2"	0.542756515050279
"HMGN1P5"	0.136830945612587
"RN7SL39P"	-0.265963868367289
"AC104986.1"	0.141552206601811
"POLG2"	0.668605610546735
"RP11-324O2.6"	0.866634109697687
"LGALS9B"	0.566500941420847
"ZNF70"	-0.651867925503895
"AC105339.2"	1.02430898416779
"RP11-638I2.4"	0.0830790894878535
"RP11-458K10.1"	-0.132238167765948
"RP11-54D18.4"	0.530494141726693
"XXbac-BPG170G13.31"	0.37105672671527
"RP11-676F20.2"	-0.172576800018612
"RP11-775J23.2"	0.0779398980541006
"GAS6"	0.0150473851083472
"RP5-837M10.2"	0.598801098585626
"AC007182.6"	0.0969140089217268
"CRYZP1"	0.154016192725357
"MT-ND1"	0.423530860667369
"GRM5"	0.344133068754066
"AC083843.3"	-0.396846884289214
"KIF21A"	0.0471054346789995
"RN7SL822P"	0.0785566512796683
"ACTR3BP6"	0.543354330748049
"FOXD2"	-0.313846181311334
"AC008079.9"	0.109246580732396
"SACM1L"	0.635862110378351
"RN7SL227P"	0.223319898832092
"EEF1A1P15"	0.413344508703846
"AC010677.5"	0.265240520952819
"ADIG"	-0.273342359822889
"CERS6"	0.068517821437831
"CTB-61M7.1"	-0.239340247320303
"PAFAH1B3"	0.0456147814942562
"TMEM11"	-0.657015011187992
"NUP62"	-0.0288338436570821
"JARID2-AS1"	-0.147109933153499
"RP11-93K22.6"	-0.287798803292003
"RP11-207C16.4"	0.567681645204931
"TBC1D31"	0.366148429562932
"RP11-387A1.5"	-0.350668931459062
"RP11-654A16.1"	0.155654627005045
"RP11-318C2.1"	0.196523260526535
"DAP3"	0.120296023884161
"MTND5P3"	0.0657014309374727
"IFIT3"	0.221127229993277
"RP11-747H12.4"	-0.00909207051769912
"RP11-216N14.5"	-0.308042744823305
"SEMG2"	0.528743757727385
"ELF2"	-0.072342961549431
"AC078842.3"	0.075334043255223
"CTD-2520I13.1"	-0.0926442552141047
"OAS3"	0.236179171529094
"AC093642.5"	-0.438397920573956
"THOC1"	0.565092565079575
"RNU6-328P"	0.0987958603697014
"ILF3"	0.906192043263446
"TRAM2-AS1"	0.439315906440035
"RP11-253E3.3"	-0.532908993146728
"RP11-110I1.14"	0.410911600107395
"RP11-661A12.9"	-0.0591903301516938
"POM121L7"	0.228257376653699
"AC090953.1"	0.315508248931677
"RNU6-1130P"	1.02194207530994
"NKAPL"	-0.168912665750951
"CTD-3096P4.1"	-0.303069824681962
"RP1-142F18.2"	-0.112979824401846
"GFRA3"	-0.503171518183403
"RN7SKP216"	-1.1831578890425
"C19orf70"	0.039560008944062
